ags,plz,ort,kreis,bundesland,lat_kreis,lon_kreis
12062500,04924,Uebigau-Wahrenbrück,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12062500,04938,Uebigau-Wahrenbrück,Landkreis Elbe-Elster,Brandenburg,51.627174,13.480545
12063036,14656,Brieselang,Landkreis Havelland,Brandenburg,52.624443,12.684727
12063056,14624,Dallgow-Döberitz,Landkreis Havelland,Brandenburg,52.624443,12.684727
12063080,14612,Falkensee,Landkreis Havelland,Brandenburg,52.624443,12.684727
12063088,14662,Friesack,Landkreis Havelland,Brandenburg,52.624443,12.684727
12063094,14728,Gollenberg,Landkreis Havelland,Brandenburg,52.624443,12.684727
12063112,16845,Großderschau,Landkreis Havelland,Brandenburg,52.624443,12.684727
12063134,14715,Havelaue,Landkreis Havelland,Brandenburg,52.624443,12.684727
12063142,14662,Wiesenaue,Landkreis Havelland,Brandenburg,52.624443,12.684727
12063148,14669,Ketzin/Havel,Landkreis Havelland,Brandenburg,52.624443,12.684727
12063161,14728,Kleßen-Görne,Landkreis Havelland,Brandenburg,52.624443,12.684727
12063165,14715,Kotzen,Landkreis Havelland,Brandenburg,52.624443,12.684727
12063186,14715,Märkisch Luch,Landkreis Havelland,Brandenburg,52.624443,12.684727
12063189,14715,Milower Land,Landkreis Havelland,Brandenburg,52.624443,12.684727
12063202,14662,Mühlenberge,Landkreis Havelland,Brandenburg,52.624443,12.684727
12063208,14641,Nauen,Landkreis Havelland,Brandenburg,52.624443,12.684727
12063212,14715,Nennhausen,Landkreis Havelland,Brandenburg,52.624443,12.684727
12063228,14641,Paulinenaue,Landkreis Havelland,Brandenburg,52.624443,12.684727
12063240,14641,Pessin,Landkreis Havelland,Brandenburg,52.624443,12.684727
12063244,14727,Premnitz,Landkreis Havelland,Brandenburg,52.624443,12.684727
12063252,14712,Rathenow,Landkreis Havelland,Brandenburg,52.624443,12.684727
12063256,14641,Retzow,Landkreis Havelland,Brandenburg,52.624443,12.684727
12063260,14728,Rhinow,Landkreis Havelland,Brandenburg,52.624443,12.684727
12063273,14621,Schönwalde-Glien,Landkreis Havelland,Brandenburg,52.624443,12.684727
12063274,14715,Seeblick,Landkreis Havelland,Brandenburg,52.624443,12.684727
12063293,14715,Stechow-Ferchesar,Landkreis Havelland,Brandenburg,52.624443,12.684727
12063357,14641,Wustermark,Landkreis Havelland,Brandenburg,52.624443,12.684727
12064009,15328,Alt Tucheband,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064029,15345,Altlandsberg,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064044,16259,Bad Freienwalde (Oder),Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064053,16259,Beiersdorf-Freudenberg,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064057,15328,Bleyen-Genschmar,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064061,16269,Bliesdorf,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064084,15377,Buckow,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064125,16259,Falkenberg,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064128,15306,Falkenhagen (Mark),Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064130,15306,Fichtenhöhe,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064136,15370,Fredersdorf-Vogelsdorf,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064153,15345,Garzau-Garzin,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064172,15328,Golzow,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064190,15306,Gusow-Platkow,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064205,16259,Heckelberg-Brunow,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064222,16259,Höhenland,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064227,15366,Hoppegarten,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064266,15328,Küstriner Vorland,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064268,15326,Lebus,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064274,15324,Letschin,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064288,15306,Lietzen,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064290,15306,Lindendorf,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064303,15377,Märkische Höhe,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064317,15374,Müncheberg,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064336,15366,Neuenhagen bei Berlin,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064340,15320,Neuhardenberg,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064349,16259,Neulewin,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064365,15320,Neutrebbin,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064370,15377,Oberbarnim,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064371,16259,Oderaue,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064380,15345,Petershagen/Eggersdorf,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064380,15370,Petershagen/Eggersdorf,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064388,15326,Podelzig,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064393,15345,Prötzel,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064408,15345,Rehfelde,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064417,15345,Reichenow-Möglin,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064420,15328,Reitwein,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064428,15345,Rüdersdorf bei Berlin,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064428,15378,Rüdersdorf bei Berlin,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064428,15562,Rüdersdorf bei Berlin,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064448,15306,Seelow,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064472,15344,Strausberg,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064480,15236,Treplin,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064482,15306,Vierlinden,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064484,15377,Waldsieversdorf,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064512,16269,Wriezen,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064538,15328,Zechin,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12064539,15326,Zeschdorf,Landkreis Märkisch-Oderland,Brandenburg,52.638733,14.178299
12065036,16547,Birkenwerder,Landkreis Oberhavel,Brandenburg,52.91888,13.227981
12065084,16798,Fürstenberg/Havel,Landkreis Oberhavel,Brandenburg,52.91888,13.227981
12065096,16548,Glienicke/Nordbahn,Landkreis Oberhavel,Brandenburg,52.91888,13.227981
12065100,16775,Gransee,Landkreis Oberhavel,Brandenburg,52.91888,13.227981
12065117,16775,Großwoltersdorf,Landkreis Oberhavel,Brandenburg,52.91888,13.227981
12065136,16761,Hennigsdorf,Landkreis Oberhavel,Brandenburg,52.91888,13.227981
12065144,16540,Hohen Neuendorf,Landkreis Oberhavel,Brandenburg,52.91888,13.227981
12065144,16556,Hohen Neuendorf,Landkreis Oberhavel,Brandenburg,52.91888,13.227981
12065144,16562,Hohen Neuendorf,Landkreis Oberhavel,Brandenburg,52.91888,13.227981
12065165,16766,Kremmen,Landkreis Oberhavel,Brandenburg,52.91888,13.227981
12065180,16767,Leegebruch,Landkreis Oberhavel,Brandenburg,52.91888,13.227981
12065193,16559,Liebenwalde,Landkreis Oberhavel,Brandenburg,52.91888,13.227981
12065198,16775,Löwenberger Land,Landkreis Oberhavel,Brandenburg,52.91888,13.227981
12065225,16515,Mühlenbecker Land,Landkreis Oberhavel,Brandenburg,52.91888,13.227981
12065225,16552,Mühlenbecker Land,Landkreis Oberhavel,Brandenburg,52.91888,13.227981
12065225,16567,Mühlenbecker Land,Landkreis Oberhavel,Brandenburg,52.91888,13.227981
12065251,16727,Oberkrämer,Landkreis Oberhavel,Brandenburg,52.91888,13.227981
12065256,16515,Oranienburg,Landkreis Oberhavel,Brandenburg,52.91888,13.227981
12065276,16775,Schönermark,Landkreis Oberhavel,Brandenburg,52.91888,13.227981
12065301,16775,Sonnenberg,Landkreis Oberhavel,Brandenburg,52.91888,13.227981
12065310,16775,Stechlin,Landkreis Oberhavel,Brandenburg,52.91888,13.227981
12065332,16727,Velten,Landkreis Oberhavel,Brandenburg,52.91888,13.227981
12065356,16792,Zehdenick,Landkreis Oberhavel,Brandenburg,52.91888,13.227981
12066008,03229,Altdöbern,Landkreis Oberspreewald-Lausitz,Brandenburg,51.630905,14.03393
12066041,03205,Bronkow,Landkreis Oberspreewald-Lausitz,Brandenburg,51.630905,14.03393
12066052,03205,Calau,Landkreis Oberspreewald-Lausitz,Brandenburg,51.630905,14.03393
12066064,01945,Frauendorf,Landkreis Oberspreewald-Lausitz,Brandenburg,51.630905,14.03393
12066104,01990,Großkmehlen,Landkreis Oberspreewald-Lausitz,Brandenburg,51.630905,14.03393
12066112,01983,Großräschen,Landkreis Oberspreewald-Lausitz,Brandenburg,51.630905,14.03393
12066116,01945,Grünewald,Landkreis Oberspreewald-Lausitz,Brandenburg,51.630905,14.03393
12066120,01945,Guteborn,Landkreis Oberspreewald-Lausitz,Brandenburg,51.630905,14.03393
12066124,01945,Hermsdorf,Landkreis Oberspreewald-Lausitz,Brandenburg,51.630905,14.03393
12066132,01945,Hohenbocka,Landkreis Oberspreewald-Lausitz,Brandenburg,51.630905,14.03393
12066168,01945,Kroppen,Landkreis Oberspreewald-Lausitz,Brandenburg,51.630905,14.03393
12066176,01979,Lauchhammer,Landkreis Oberspreewald-Lausitz,Brandenburg,51.630905,14.03393
12066188,01945,Lindenau,Landkreis Oberspreewald-Lausitz,Brandenburg,51.630905,14.03393
12066196,03222,Lübbenau/Spreewald,Landkreis Oberspreewald-Lausitz,Brandenburg,51.630905,14.03393
12066202,03229,Luckaitztal,Landkreis Oberspreewald-Lausitz,Brandenburg,51.630905,14.03393
12066226,03103,Neu-Seeland,Landkreis Oberspreewald-Lausitz,Brandenburg,51.630905,14.03393
12066228,03103,Neupetershain,Landkreis Oberspreewald-Lausitz,Brandenburg,51.630905,14.03393
12066240,01990,Ortrand,Landkreis Oberspreewald-Lausitz,Brandenburg,51.630905,14.03393
12066272,01945,Ruhland,Landkreis Oberspreewald-Lausitz,Brandenburg,51.630905,14.03393
12066285,01968,Schipkau,Landkreis Oberspreewald-Lausitz,Brandenburg,51.630905,14.03393
12066285,01993,Schipkau,Landkreis Oberspreewald-Lausitz,Brandenburg,51.630905,14.03393
12066285,01994,Schipkau,Landkreis Oberspreewald-Lausitz,Brandenburg,51.630905,14.03393
12066285,01998,Schipkau,Landkreis Oberspreewald-Lausitz,Brandenburg,51.630905,14.03393
12066292,01945,Schwarzbach,Landkreis Oberspreewald-Lausitz,Brandenburg,51.630905,14.03393
12066296,01987,Schwarzheide,Landkreis Oberspreewald-Lausitz,Brandenburg,51.630905,14.03393
12066304,01945,Senftenberg,Landkreis Oberspreewald-Lausitz,Brandenburg,51.630905,14.03393
12066304,01968,Senftenberg,Landkreis Oberspreewald-Lausitz,Brandenburg,51.630905,14.03393
12066304,01996,Senftenberg,Landkreis Oberspreewald-Lausitz,Brandenburg,51.630905,14.03393
12066316,01945,Tettau,Landkreis Oberspreewald-Lausitz,Brandenburg,51.630905,14.03393
12066320,03226,Vetschau/Spreewald,Landkreis Oberspreewald-Lausitz,Brandenburg,51.630905,14.03393
12067024,15526,Bad Saarow,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067036,15848,Beeskow,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067040,15518,Berkenbrück,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067072,15518,Briesen (Mark),Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067076,15295,Brieskow-Finkenheerd,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067112,15864,Diensdorf-Radlow,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067120,15890,Eisenhüttenstadt,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067124,15537,Erkner,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067137,15848,Friedland,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067144,15517,Fürstenwalde/Spree,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067173,15537,Gosen-Neu Zittau,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067180,15295,Groß Lindow,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067201,15537,Grünheide (Mark),Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067205,15299,Grunow-Dammendorf,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067237,15236,Jacobsdorf,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067288,15518,Langewahl,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067292,15898,Lawitz,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067324,15299,Mixdorf,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067336,15299,Müllrose,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067338,15898,Neißemünde,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067357,15898,Neuzelle,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067397,15848,Ragow-Merz,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067408,15518,Rauen,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067413,15526,Reichenwalde,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067426,15848,Rietz-Neuendorf,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067438,15890,Schlaubetal,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067440,15566,Schöneiche bei Berlin,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067458,15890,Siehdichum,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067469,15528,Spreenhagen,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067473,15518,Steinhöfel,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067481,15859,Storkow (Mark),Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067493,15848,Tauche,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067508,15890,Vogelsang,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067520,15864,Wendisch Rietz,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067528,15295,Wiesenau,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067544,15569,Woltersdorf,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12067552,15295,Ziltendorf,Landkreis Oder-Spree,Brandenburg,52.250214,14.268388
12068052,16845,Breddin,Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12068072,16818,Dabergotz,Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12068109,16845,Dreetz,Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12068117,16818,Fehrbellin,Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12068117,16833,Fehrbellin,Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12068117,16845,Fehrbellin,Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12068181,16909,Heiligengrabe,Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12068188,16835,Herzberg (Mark),Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12068264,16866,Kyritz,Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12068280,16835,Lindow (Mark),Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12068306,16818,Märkisch Linden,Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12068320,16816,Neuruppin,Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12068320,16818,Neuruppin,Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12068320,16827,Neuruppin,Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12068320,16833,Neuruppin,Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12068320,16835,Neuruppin,Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12068324,16845,Neustadt (Dosse),Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12068353,16818,Rheinsberg,Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12068353,16831,Rheinsberg,Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12068353,16835,Rheinsberg,Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12068353,16837,Rheinsberg,Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12068372,16835,Rüthnick,Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12068409,16845,Sieversdorf-Hohenofen,Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12068413,16818,Storbeck-Frankendorf,Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12068417,16845,Stüdenitz-Schönermark,Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12068425,16818,Temnitzquell,Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12068426,16845,Temnitztal,Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12068437,16835,Vielitzsee,Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12068452,16818,Walsleben,Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12068468,16909,Wittstock/Dosse,Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12068477,16845,Wusterhausen/Dosse,Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12068477,16866,Wusterhausen/Dosse,Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12068477,16868,Wusterhausen/Dosse,Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12068501,16845,Zernitz-Lohm,Landkreis Ostprignitz-Ruppin,Brandenburg,53.001064,12.703367
12069017,14547,Beelitz,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069018,14778,Beetzsee,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069019,14778,Beetzseeheide,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069020,14806,Bad Belzig,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069028,14789,Bensdorf,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069052,14822,Borkheide,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069056,14822,Borkwalde,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069076,14822,Brück,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069089,14793,Buckautal,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069216,14778,Golzow,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069224,14828,Görzke,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069232,14793,Gräben,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069249,14550,Groß Kreutz (Havel),Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069270,14798,Havelsee,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069304,14532,Kleinmachnow,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069306,14797,Kloster Lehnin,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069345,14822,Linthe,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069397,14552,Michendorf,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069402,14822,Mühlenfließ,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069402,14823,Mühlenfließ,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069448,14823,Niemegk,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069454,14558,Nuthetal,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069460,14778,Päwesin,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069470,14822,Planebruch,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069474,14806,Planetal,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069485,14823,Rabenstein/Fläming,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069537,14789,Rosenau,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069541,14778,Roskow,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069590,14548,Schwielowsee,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069596,14554,Seddiner See,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069604,14532,Stahnsdorf,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069616,14513,Teltow,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069632,14929,Treuenbrietzen,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069648,14778,Wenzlow,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069656,14542,Werder (Havel),Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
12069665,14827,Wiesenburg/Mark,Landkreis Potsdam-Mittelmark,Brandenburg,52.2683,12.70136
